,Statistic,p-value ttest,p-value mannwhitneyu
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,667.5,0.4568772580963699,0.61136745545597
Fibroblasts_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,683.0,0.27805819997533676,0.4985823465231729
Fibroblasts_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,657.0,0.6593574379318825,0.7045220335831496
Fibroblasts_tumorfront_aggregatedNeighbors.DCs,562.0,0.09638753483094385,0.3857288295643967
Fibroblasts_tumorfront_aggregatedNeighbors.Fibroblasts,590.0,0.814396854871241,0.6986494207711703
Fibroblasts_tumorfront_aggregatedNeighbors.Granulocytes,537.5,0.07440461622959192,0.20216802128480493
Fibroblasts_tumorfront_aggregatedNeighbors.M1.macrophages,480.0,0.6373866977020302,0.09597568724902124
Fibroblasts_tumorfront_aggregatedNeighbors.M2.macrophages,503.0,0.8420898263271301,0.16214823723197191
Fibroblasts_tumorfront_aggregatedNeighbors.Monocytes,658.5,0.3318302315167597,0.6451837984565875
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,764.0,0.08711798943977932,0.10692897430347881
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.proliferating,654.0,0.44697147407056026,0.7287072129180119
Fibroblasts_tumorfront_aggregatedNeighbors.Vessel,417.5,0.07071089475425986,0.017284079580523116
Granulocytes_stromal_aggregatedNeighbors.Bcells,401.0,0.1812147202496963,0.00290062147722751
Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory,491.0,0.7858583277682626,0.08254888820913463
Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive,530.0,0.8780430193152198,0.1872648876205545
Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,600.5,0.8454311695137093,0.7491597478626661
Granulocytes_stromal_aggregatedNeighbors.CD8.T.cells.memory,526.0,0.8962522482960384,0.21735433415937022
Granulocytes_stromal_aggregatedNeighbors.CD8.T.cells.naive,477.5,0.40050136831269056,0.047996785771245186
Granulocytes_stromal_aggregatedNeighbors.Fibroblasts,450.0,0.20628481684887234,0.036238486062376604
Granulocytes_stromal_aggregatedNeighbors.Granulocytes,457.0,0.023858522884064256,0.024137018924681546
Granulocytes_stromal_aggregatedNeighbors.M1.macrophages,401.0,0.014645953497680546,0.0032243668480965736
Granulocytes_stromal_aggregatedNeighbors.M2.macrophages,505.0,0.8293921130384474,0.12751390070991134
Granulocytes_stromal_aggregatedNeighbors.Tumor.non.proliferating,542.0,0.29952978325446245,0.11944705959317253
Granulocytes_stromal_aggregatedNeighbors.Vessel,438.0,0.07367852934725384,0.0263712232598762
Granulocytes_tumorfront_aggregatedNeighbors.Bcells,522.0,0.07224127487312874,0.02336345763466825
Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,509.5,0.8501813539035212,0.04359592735038243
Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,467.0,0.045273301034127356,0.0027890431386308513
Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,582.5,0.49767582002963595,0.4952217197799301
Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,594.5,0.4654896583233369,0.6778054397188846
Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,561.5,0.3821114321364475,0.3023560392146851
Granulocytes_tumorfront_aggregatedNeighbors.DCs,615.0,0.3069070399743668,0.8058312500983331
Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,616.0,0.7565910717498228,0.9144347949052951
Granulocytes_tumorfront_aggregatedNeighbors.Granulocytes,583.0,0.39108848774107674,0.5678541715866924
Granulocytes_tumorfront_aggregatedNeighbors.M1.macrophages,512.5,0.4287855939492997,0.1118157031585795
Granulocytes_tumorfront_aggregatedNeighbors.M2.macrophages,620.0,0.21770045452198064,0.9653967474179819
Granulocytes_tumorfront_aggregatedNeighbors.Monocytes,608.5,0.6849019303436756,0.7906085805589522
Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,544.0,0.6187653584678848,0.3301679170651751
Granulocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,471.0,0.03115653081222206,0.008977748174008301
Granulocytes_tumorfront_aggregatedNeighbors.Vessel,548.5,0.7447615595653464,0.35252514942193325
M1.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.memory,629.5,0.7803140685777469,0.9487284960901229
M1.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.naive,629.5,0.694293561315865,0.9419400594322676
M1.macrophages_intratumor_aggregatedNeighbors.DCs,599.0,0.3446029008463538,0.6836071704510394
M1.macrophages_intratumor_aggregatedNeighbors.M1.macrophages,456.0,0.043120149515311616,0.04125784097696345
M1.macrophages_intratumor_aggregatedNeighbors.M2.macrophages,582.0,0.9883005265678316,0.6247437934860451
M1.macrophages_intratumor_aggregatedNeighbors.Monocytes,574.0,0.6886239269402784,0.5311190844882419
M1.macrophages_intratumor_aggregatedNeighbors.Tumor.non.proliferating,680.0,0.9244156366994782,0.5208332708364524
M1.macrophages_intratumor_aggregatedNeighbors.Tumor.proliferating,589.5,0.03395343521204732,0.6735044820819391
M1.macrophages_stromal_aggregatedNeighbors.Bcells,522.5,0.32710733973512807,0.2326625118943476
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,510.5,0.45663380263880726,0.18397383158573766
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,632.0,0.3458497786554362,0.9298836794692283
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,587.0,0.4610408048873783,0.6565317329024557
M1.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.memory,575.5,0.9483315338019414,0.5769131942814261
M1.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.naive,512.0,0.7451806446586422,0.18022663755649537
M1.macrophages_stromal_aggregatedNeighbors.Fibroblasts,502.0,0.16646676806533314,0.15970082621775328
M1.macrophages_stromal_aggregatedNeighbors.Granulocytes,394.0,0.03523173061455283,0.0023807725286033037
M1.macrophages_stromal_aggregatedNeighbors.M1.macrophages,552.5,0.7826609115314032,0.4038327140802409
M1.macrophages_stromal_aggregatedNeighbors.M2.macrophages,546.5,0.9802782367098919,0.36633868950667237
M1.macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,679.0,0.22959305135934235,0.4657041733743197
M1.macrophages_stromal_aggregatedNeighbors.Vessel,506.0,0.4148037274556816,0.17419731964588125
M1.macrophages_tumorfront_aggregatedNeighbors.Bcells,550.0,0.16998531632557318,0.3069040606310466
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,597.5,0.29122996988441335,0.7556135585840348
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,515.0,0.2411757499191628,0.18387208562056145
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,607.5,0.1513124667405311,0.8355216865048738
M1.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,737.5,0.013071303346696586,0.1817709797797793
M1.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,571.0,0.5937084736476212,0.5202091155405667
M1.macrophages_tumorfront_aggregatedNeighbors.DCs,452.0,0.015246968983604612,0.021708118091888693
M1.macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,606.5,0.8412256264463316,0.8435091178260452
M1.macrophages_tumorfront_aggregatedNeighbors.Granulocytes,497.5,0.15098148731274336,0.07108805234556857
M1.macrophages_tumorfront_aggregatedNeighbors.M1.macrophages,503.5,0.19852886881522033,0.16001143685338737
M1.macrophages_tumorfront_aggregatedNeighbors.M2.macrophages,557.5,0.7720942827761865,0.4438834726844827
M1.macrophages_tumorfront_aggregatedNeighbors.Monocytes,619.0,0.18203580483570272,0.9564897544965884
M1.macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,452.0,0.07102974106480377,0.04744792871922385
M1.macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,638.5,0.49009736353778643,0.8689368438210607
M1.macrophages_tumorfront_aggregatedNeighbors.Vessel,391.0,0.007897861930745115,0.00694178353432463
M2.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.memory,736.5,0.12312216211119367,0.18440827631724344
M2.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.naive,654.5,0.18325181890006637,0.6970563771708651
M2.macrophages_intratumor_aggregatedNeighbors.DCs,541.5,0.07184058670280503,0.2401379446343075
M2.macrophages_intratumor_aggregatedNeighbors.M1.macrophages,509.0,0.1470387127875688,0.1734740145417546
M2.macrophages_intratumor_aggregatedNeighbors.M2.macrophages,644.0,0.6815104170098581,0.8197175215527855
M2.macrophages_intratumor_aggregatedNeighbors.Monocytes,620.0,0.23286773687658704,0.964400419617625
M2.macrophages_intratumor_aggregatedNeighbors.Tumor.non.proliferating,656.0,0.8407735235193885,0.7157823084199418
M2.macrophages_intratumor_aggregatedNeighbors.Tumor.proliferating,570.0,0.11283024124923116,0.531729985773141
M2.macrophages_stromal_aggregatedNeighbors.Bcells,429.5,0.0286054943917082,0.022227680378987674
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,465.0,0.15983902177971526,0.06107575195226831
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,612.0,0.9225337216195327,0.890502012473714
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,687.0,0.031603800074695765,0.4414054002377523
M2.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.memory,616.5,0.9605904507566052,0.934900416293727
M2.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.naive,535.0,0.6202201173387514,0.2911534159808218
M2.macrophages_stromal_aggregatedNeighbors.Fibroblasts,580.0,0.42414990203526326,0.6149815423902378
M2.macrophages_stromal_aggregatedNeighbors.Granulocytes,431.0,0.026074468194201367,0.01330179655852284
M2.macrophages_stromal_aggregatedNeighbors.M1.macrophages,459.5,0.13455902412942367,0.05382271659136855
M2.macrophages_stromal_aggregatedNeighbors.M2.macrophages,576.0,0.40514943350141197,0.5755969074678844
M2.macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,625.0,0.2852886316151225,0.9948229149100576
M2.macrophages_stromal_aggregatedNeighbors.Vessel,509.0,0.15493017394790007,0.1847080537937098
M2.macrophages_tumorfront_aggregatedNeighbors.Bcells,551.5,0.5416700085384382,0.3501424328487178
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,654.0,0.3471526060405883,0.7239800494510806
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,503.0,0.08941733604163937,0.13775508355156393
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,725.0,0.10287942948515441,0.2100493308825544
M2.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,641.0,0.3418015881586073,0.8473293278173203
M2.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,545.0,0.7597562715238078,0.34122250989250646
M2.macrophages_tumorfront_aggregatedNeighbors.DCs,478.0,0.024914840026772547,0.06564956712986281
M2.macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,407.5,0.10447501220650712,0.012217784122452745
M2.macrophages_tumorfront_aggregatedNeighbors.Granulocytes,512.5,0.10808500807258851,0.1662364146711861
M2.macrophages_tumorfront_aggregatedNeighbors.M1.macrophages,444.5,0.08793335558062426,0.03748138297421214
M2.macrophages_tumorfront_aggregatedNeighbors.M2.macrophages,640.5,0.4573457457670823,0.8526205245169706
M2.macrophages_tumorfront_aggregatedNeighbors.Monocytes,558.0,0.7108930161090314,0.4271196847314028
M2.macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,603.0,0.7874498730659784,0.812713387807745
M2.macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,566.0,0.21853815252390948,0.5028900504077469
M2.macrophages_tumorfront_aggregatedNeighbors.Vessel,513.0,0.15782896500257257,0.20053144139098877
Monocytes_intratumor_aggregatedNeighbors.CD8.T.cells.memory,747.0,0.028251366965274062,0.0743586954338612
Monocytes_intratumor_aggregatedNeighbors.CD8.T.cells.naive,675.5,0.6246253290741126,0.32985643364641326
Monocytes_intratumor_aggregatedNeighbors.DCs,652.0,0.5550474865186232,0.42646253067914497
Monocytes_intratumor_aggregatedNeighbors.M1.macrophages,476.0,0.08320201311542083,0.06197584782120308
Monocytes_intratumor_aggregatedNeighbors.M2.macrophages,565.0,0.49997705809553716,0.4734964169516864
Monocytes_intratumor_aggregatedNeighbors.Monocytes,714.5,0.17644659249427766,0.21692123086515458
Monocytes_intratumor_aggregatedNeighbors.Tumor.non.proliferating,467.0,0.08119726268827276,0.06361769997411591
Monocytes_intratumor_aggregatedNeighbors.Tumor.proliferating,576.5,0.1643214825814718,0.5191740228952177
Monocytes_tumorfront_aggregatedNeighbors.Bcells,604.0,0.2804309775087437,0.7094779195459056
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,673.0,0.3262463781774486,0.40598042452929717
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,537.5,0.025280684291286215,0.11451404596513973
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,703.0,0.29863007416527254,0.16467178540181282
Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,621.0,0.9216772438216186,0.9745670746696233
Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,611.5,0.14982917223802536,0.875058009205747
Monocytes_tumorfront_aggregatedNeighbors.DCs,531.0,0.06162232205023279,0.07718482394342437
Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts,622.0,0.6118753672507592,0.9839816430551349
Monocytes_tumorfront_aggregatedNeighbors.Granulocytes,610.0,0.3250484152717277,0.8170771399569026
Monocytes_tumorfront_aggregatedNeighbors.M1.macrophages,625.5,0.8717751408612857,0.9904106316576377
Monocytes_tumorfront_aggregatedNeighbors.M2.macrophages,488.5,0.12437229599371508,0.10459748729486397
Monocytes_tumorfront_aggregatedNeighbors.Monocytes,605.0,0.29685230203186014,0.7970455295026397
Monocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,462.5,0.060323519370309144,0.05833986057550236
Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,601.0,0.5842197203495673,0.7774974123833505
Monocytes_tumorfront_aggregatedNeighbors.Vessel,478.0,0.0554028793127918,0.07309318831865899
Tumor.non.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.memory,760.0,0.05777122970616604,0.11727088963780108
Tumor.non.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.naive,751.5,0.22013428425812326,0.1362419506847814
Tumor.non.proliferating_intratumor_aggregatedNeighbors.DCs,494.5,0.04179509823659324,0.12389318437390305
Tumor.non.proliferating_intratumor_aggregatedNeighbors.M1.macrophages,475.0,0.30441464773429733,0.08599298784403875
Tumor.non.proliferating_intratumor_aggregatedNeighbors.M2.macrophages,549.0,0.9448831103425457,0.3892308188757384
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Monocytes,610.5,0.3883582456006416,0.87822897330454
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,679.0,0.46439441420420047,0.5288150757365278
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,504.0,0.0643742161158699,0.16728745825983726
Tumor.non.proliferating_stromal_aggregatedNeighbors.Bcells,715.5,0.13666100531735442,0.19237580258555986
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.memory,640.5,0.7752162797041604,0.8239851924418442
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.naive,652.5,0.6398554857433353,0.665475671856274
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,676.5,0.959220805248499,0.42200202828704514
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD8.T.cells.memory,714.5,0.08986055566253479,0.26466714123958024
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD8.T.cells.naive,720.0,0.39779671615398327,0.16420523358766814
Tumor.non.proliferating_stromal_aggregatedNeighbors.Fibroblasts,565.0,0.615118128972342,0.4969656698075027
Tumor.non.proliferating_stromal_aggregatedNeighbors.Granulocytes,508.0,0.08132523034008178,0.03403666916044417
Tumor.non.proliferating_stromal_aggregatedNeighbors.M1.macrophages,607.0,0.7433026180528819,0.8270865374449112
Tumor.non.proliferating_stromal_aggregatedNeighbors.M2.macrophages,628.0,0.15873452660994933,0.9643986036010512
Tumor.non.proliferating_stromal_aggregatedNeighbors.Tumor.non.proliferating,658.0,0.43444903894936715,0.6883831319079776
Tumor.non.proliferating_stromal_aggregatedNeighbors.Vessel,501.5,0.28650224939371083,0.15656103460885148
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Bcells,674.0,0.5613284214757488,0.5420649711191511
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,747.0,0.04512316649781503,0.152898490723152
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,510.0,0.11232904225581539,0.1758125973941692
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,741.0,0.1793251213921424,0.16862192822712663
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,806.5,0.030795723949156174,0.035443408184844274
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,736.5,0.36514147175884104,0.1941913684406681
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.DCs,492.0,0.0292278684538835,0.12118339985682003
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Fibroblasts,730.5,0.2531552160685027,0.22055048890310514
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Granulocytes,518.0,0.15049623046206395,0.19866193083755734
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.M1.macrophages,464.0,0.6160805431857896,0.06517024366256281
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.M2.macrophages,577.0,0.6551714737080359,0.5909993944659043
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Monocytes,555.0,0.3286775244167588,0.4205960662350151
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,552.0,0.4294636799857148,0.4086497182813912
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Tumor.proliferating,582.5,0.4485760164054342,0.6356351248542451
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Vessel,480.0,0.19923231598477223,0.09725239768164202
Tumor.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.memory,708.0,0.07926156301009875,0.3208822855733039
Tumor.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.naive,732.0,0.09562754705207313,0.1501893818190412
Tumor.proliferating_intratumor_aggregatedNeighbors.DCs,597.5,0.4708412908588011,0.6453472666737774
Tumor.proliferating_intratumor_aggregatedNeighbors.M1.macrophages,652.0,0.39677009753759573,0.7362441996709708
Tumor.proliferating_intratumor_aggregatedNeighbors.M2.macrophages,620.5,0.6191077911995067,0.9718615165721459
Tumor.proliferating_intratumor_aggregatedNeighbors.Monocytes,672.5,0.1475407058261842,0.5046017605756349
Tumor.proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,603.0,0.758876122661956,0.81265170565873
Tumor.proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,577.0,0.2862416217298456,0.5884143177581436
Tumor.proliferating_tumorfront_aggregatedNeighbors.Bcells,521.5,0.17744078994353885,0.04143780269636957
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,786.0,0.017036428764677237,0.018651100135964476
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,564.0,0.36501696348742985,0.3472802100376565
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,685.0,0.1684130843623674,0.31422868357043665
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,832.0,0.07596023896166365,0.01575427680020329
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,687.5,0.2147395722108389,0.4217546222851919
Tumor.proliferating_tumorfront_aggregatedNeighbors.DCs,514.0,0.1021200796707752,0.09777932073251638
Tumor.proliferating_tumorfront_aggregatedNeighbors.Fibroblasts,605.0,0.6692623283757899,0.826953214426932
Tumor.proliferating_tumorfront_aggregatedNeighbors.Granulocytes,466.0,0.08537539811670586,0.015016369193184569
Tumor.proliferating_tumorfront_aggregatedNeighbors.M1.macrophages,596.5,0.6604100955066952,0.748989441235229
Tumor.proliferating_tumorfront_aggregatedNeighbors.M2.macrophages,594.0,0.9176125274840796,0.7319542023552156
Tumor.proliferating_tumorfront_aggregatedNeighbors.Monocytes,673.0,0.28631517894853414,0.5394695703601615
Tumor.proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,559.5,0.6359859771229024,0.45948612216366447
Tumor.proliferating_tumorfront_aggregatedNeighbors.Tumor.proliferating,587.5,0.33228651401000575,0.6748871779095356
Tumor.proliferating_tumorfront_aggregatedNeighbors.Vessel,573.0,0.4173355404400553,0.5562534960947427
Vessel_stromal_aggregatedNeighbors.Bcells,528.5,0.3007008729703276,0.27043730951738587
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.memory,571.0,0.7716254384017249,0.5438552448984753
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.naive,614.0,0.9666504946857675,0.9124926258352812
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,675.5,0.12393431659381997,0.5523676628590222
Vessel_stromal_aggregatedNeighbors.CD8.T.cells.memory,761.0,0.18537799868545157,0.11469083811042459
Vessel_stromal_aggregatedNeighbors.CD8.T.cells.naive,610.0,0.990119366109586,0.8759667819875713
Vessel_stromal_aggregatedNeighbors.Fibroblasts,655.0,0.7954809035922035,0.724489000259932
Vessel_stromal_aggregatedNeighbors.Granulocytes,353.0,0.02072301651715222,0.001253735193506606
Vessel_stromal_aggregatedNeighbors.M1.macrophages,459.5,0.07902039181080173,0.05788580317350776
Vessel_stromal_aggregatedNeighbors.M2.macrophages,504.0,0.6030159347812876,0.16650348849338803
Vessel_stromal_aggregatedNeighbors.Tumor.non.proliferating,679.5,0.025861861146432016,0.5234525608329306
Vessel_stromal_aggregatedNeighbors.Vessel,384.0,0.004837231873684946,0.005644943687941897
Vessel_tumorfront_aggregatedNeighbors.Bcells,471.0,0.08532288173981649,0.06033355361040469
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,635.5,0.4863861682303692,0.8982678866349039
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,542.5,0.26675438728313733,0.33847756062316325
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,718.0,0.13506595467490332,0.26475065853259605
Vessel_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,804.0,0.01670211009406992,0.03801476399167492
Vessel_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,669.0,0.46758309065042236,0.6053762236496677
Vessel_tumorfront_aggregatedNeighbors.DCs,543.0,0.04070947486226213,0.2631195039266001
Vessel_tumorfront_aggregatedNeighbors.Fibroblasts,596.5,0.41433010047637975,0.7550242018619775
Vessel_tumorfront_aggregatedNeighbors.Granulocytes,567.0,0.08195206403333093,0.4779818627669047
Vessel_tumorfront_aggregatedNeighbors.M1.macrophages,475.0,0.4645682697416762,0.08518465426223881
Vessel_tumorfront_aggregatedNeighbors.M2.macrophages,656.0,0.34251963578649636,0.715462524312204
Vessel_tumorfront_aggregatedNeighbors.Monocytes,557.0,0.32169887529836955,0.4153696945461324
Vessel_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,669.0,0.47699926211441546,0.6070749025573434
Vessel_tumorfront_aggregatedNeighbors.Tumor.proliferating,617.0,0.34327615286116164,0.9395431969742307
Vessel_tumorfront_aggregatedNeighbors.Vessel,429.0,0.012762657783472625,0.024595873487448804
